id	leader	author name	author dates	author transcribed	title catalog	title full	title half	title series	vols	edition transcribed	edition controlled	pub date	pub date transcribed	pub location	pub	pub transcribed	printer	bookseller	pub notes	format	illustrations	pub cataloger notes	para:preface	para:dedication	para:advertisement	para:to the reader	para:intro	para:note	para:other	para:footnotes	epigraph source transcribed	narrative form primary	narrative form secondary	subscriber list	inscription	marginalia	author claim	author claim type	author gender claim	author gender	advertisement genres	title words:other works	title words:singular nouns	title words:place names	holding institution	cataloger initials	cataloger institution
260712	02984cam a2200517 a 4500	Fielding, Sarah	1710-1768.	by a lady ; in two volumes.	The adventures of David Simple : containing an account of his travels through the cities of London and Westminster, in the search of a real friend / by a lady ; in two volumes.	The adventures of David Simple: containing an account of his travels through the cities of London and Westminster, in the search of a real friend. By a lady. In two volumes. Vol. I.			2			1744	1744.	London	['Millar, Andrew,']	Printed for A. Millar, opposite Katharine-Street, in the Strand.				Duodecimo		['Published anonymously. By Sarah Fielding. Cf. Halkett & Laing (2nd ed.)']			true						['']	['Third-person']					Author (text)	Generic/Descriptive	Female				['adventure', 'account', 'travel', 'city', 'search', 'friend', 'lady', 'volume']	['London', 'Westminster', '']	University of Pennsylvania		
260713	03099cam a2200541 a 4500	Fielding, Sarah	1710-1768.	by a lady ; in two volumes.	The adventures of David Simple : containing an account of his travels through the cities of London and Westminster, in the search of a real friend / by a lady ; in two volumes.	The adventures of David Simple: containing an account of his travels through the cities of London and Westminster, in the search of a real friend. By a lady. In two volumes. Vol. I.			2			1744	1744.	London	['Millar, Andrew,']	Printed for A. Millar, opposite Katharine-Street, in the Strand.				Duodecimo		['Published anonymously. By Sarah Fielding. Cf. Halkett & Laing (2nd ed.)']			true						['']	['Third-person']			true		Author (text)	Generic/Descriptive	Female				['adventure', 'account', 'travel', 'city', 'search', 'friend', 'lady']	['London', '', 'Westminster', '']	University of Pennsylvania		
260715	03239cam a2200601 a 4500	Fielding, Henry	1707-1754.	by Henry Fielding, Esq. : in three volumes.	Miscellanies / by Henry Fielding, Esq. : in three volumes.	Miscellanies by Henry Fielding Esq; in three volumes.			3			1743	1743.	London		Printed for the author, and sold by A. Millar, opposite to Catharine-Street, in the Strand.		['A. Millar']		Octavo		['Collective title page appears only in vol. 1.  Each v. has special t.p.']	true						true		['']	['Epistolary']	['Poem(s)', 'Essay(s)', 'First-person']				Author (text)	Proper name	Male				['copy', 'will', 'testament', 'note', 'publisher']	['Dublin', '']	University of Pennsylvania		
260717	02036cam a2200409 a 4500				The History of Charlotte Summers, the fortunate parish girl ... : in two volumes.	The history of Charlotte Summers, the fortunate parish girl. In two volumes. Vol. I.			2			1749	1749.	London		Printed for the author, sold by Corbett, the publisher, at Addison\\\'s Head, opposite St. Dunstan\\\'s Church, in Fleet-Street,				Duodecimo		['Date of publication taken from NCBEL II, 996.']									['']	['First-person']											['history', 'parish', 'girl', 'volume']		University of Pennsylvania		
260719	03714cam a2200601 a 4500	PreÃÅvost, abbeÃÅ	1697-1763.	by Abbot Provost ...	The history of a fair Greek : who was taken out of a seraglio at Constantinople, and brought to Paris by a late embassador at the Ottoman port : interspersed with the surprising adventures of several other slaves / by Abbot Provost ...	The history of a fair Greek, who was taken out of a seraglio at Constantinople, and brought to Paris by a late ambassador at the Ottoman Port: interspersed with the surprising adventures of several other slaves. By Abbot Provost. Almoner to his serene highness the Prince of Conti. Vol. I.	The history of a fair Greek, who was taken out of a seraglio at Constantinople.		2			1741	1741.	London	['Roberts, J.']	Printed for J. Roberts, near the Oxford Arms, in Warwick-Lane.				Duodecimo		["Translation of: Histoire d'une grecque modern."]	true								['']	['First-person']			true		Author (text)		Male				['Preface']	['Constantinople', 'Paris', '', 'Ottoman Port', '']	University of Pennsylvania		
260720	03565cam a2200553 a 4500	Fielding, Henry	1707-1754.	by Henry Fielding, Esquire ... : in two volumes.	The history of the adventures of Joseph Andrews, and his friend Mr. Abraham Adams : written in imitation of the manner of Cervantes, author of Don Quixote / by Henry Fielding, Esquire ... : in two volumes.	The history of the adventures of Joseph Andrews, and his friend Mr. Abraham Adams. Written in imitation of the manner of Cervantes, author of Don Quixote. By Henry Fielding, Esquire. The third edition, illustrated with cuts. In two volumes. Vol. II.			2	The third edition, illustrated with cuts.	Third edition.	1743	1743.	London	['Millar, Andrew,']	Printed for A. Millar, opposite to Katharine Street, in the Strand.				Duodecimo	ill. ;	['Edition statement precedes the words: in two volumes.']	true								['']	['Third-person']	['Epistolary']				Author (text)	Proper name	Male		['Mixed genre']		['history', 'adventure', 'friend', 'imitation', 'manner', 'author', 'edition', 'cut', 'volume']		University of Pennsylvania		
260721	03321cam a2200577 a 4500	Fielding, Henry	1707-1754.		The history of the adventures of Joseph Andrews, and of his friend Mr. Abraham Adams : written in the manner of Cervantes, author of Don Quixote : in two volumes.				2			1742	1742.	London	['Millar, Andrew,']	Printed for A. Millar, over-against St. Clement\\\'s Church, in the Strand,				Duodecimo		["Published anonymously.  Author's name appears on later editions."]	true						true		['']	['Third-person']	['Epistolary']		true						['Mixed genre']		['history', 'adventure', 'friend', 'imitation', 'manner', 'author']		University of Pennsylvania		
260722	02435cam a2200421 a 4500				The Life and adventures of Mrs. Christian Davies, commonly called Mother Ross : who, in several campaigns under King William and the late Duke of Marlborough, in the quality of a foot soldier and dragoon, gave many signal proofs of an unparallelled courage and personal bravery : taken from her own mouth when a pensioner of Chelsea Hospital, and known to be true by many who were engaged in those great scenes of action.				1			1740	1740.	London		Printed for C. Welch ... and sold at the Printing-Office in Baldwin\\\'s Gardens,					port. ;	['Published anonymously.  Sometimes attributed to Defoe.  Cf. Halkett & Laing (2nd ed.)  Not accepted by Moore, J.R.  Defoe.']									['']												['Life', 'adventures', 'campaigns', 'foot soldier', 'dragoon', 'proofs', 'courage', 'bravery', 'mouth', 'pensioner', 'scenes', 'action']	['Chelsea Hospital']	University of Pennsylvania		
260724	05300cam a2200637 a 4500	Campbell, John	1708-1775.		The polite correspondence, or, Rational amusement : being a series of letters, philosophical, poetical, historical, critical, amorous, moral, and satyrical : wherein are introduc\\\'d a great variety of instructive and delightful incidents, both in prose and verse ...	The Polite Correspondence: Or, Rational Amusement; Being a Series of Letters, Philosophical, Poetrical, Historical, Critical, Amorous, Moral, and Satyrical. Wherein are introduc'd a great Variety of instructive and delightful incidents, both in  Profe and Verfe.	Select Epistles, or the Rational Amusement. Book I.		1			1740	between 1740 and 1745	London		Printed and sold by John Atkinson, in Lincoln\\\'s-Inn, and 8 others.						['Remainder of t.p. reads: Among those of the entertaining kind, are, The story of Alonzo and Elvira, of Torquatus and Melissa, of Belinda and Adolphus -- Remarkable story of a Scottish lady, another of a divine who married a shrew -- History of Sophronia, of Phaon and Eliza, of Honoria and Myrtillo, of Celadon -- Adventures of a foot-boy -- Pleasant story of a Romish monk, of Pope Innocent XI -- A strange story of a Turkish slave -- An odd story of a criminal in the inquisition, remarkable accident in a conclave -- A short history of the Mounts of piety, or legal lumber houses -- Story of a pretended magician at Naples, an Indian tale, &c &c -- Poetry, A birth-day ode -- Verses on the power of love -- The Bracelet, a poem -- Life, an elegiac poem -- Verses on hope, in the manner of Spencer -- An instance of British poetry, 1200 years old -- A specimen of Saxon poetry, of Danish poetry, and several specimens from various nations -- Verses by a Jesuit on the']	Begins: ""There is no Sort of Literature, in which Forreigners value their own Authors more, and ours lefs, than in this of Letters, and therefore I think no kind of Writing deferves Encouragement fo much."	Begins: ""Custom which hath the Force of a Law, gives a Pretence at leaft, if not a Right, to fuch as publifh their Writings of feeking the Protection of the moft illuftrious Perfons. In this Light therefore, my approaching your Grace is very natural, fince I could fcarce have found elfewhere, fo noble a Patron.""					true		['']	['Epistolary']	['Verse', 'Third-person']		true		Author (paratext)	Generic/Descriptive	Indeterminate	Indeterminate			['Grace', 'Patron', 'Dutchess']	['Buckinghamshire']	University of Pennsylvania		
260813	03627cam a2200625 i 4500	Fielding, Henry	1707-1754.	by Henry Fielding, Esq.	The history of Tom Jones, a foundling : In four volumes / by Henry Fielding, Esq.	The history of Tom Jones, a foundling. Vol. IV. By Henry Fielding, Esq.			4	Third edition.	Third edition.	1749	1749.	London	['Millar, Andrew,']	Printed for A. Millar, over-against Catharine-Street in the Strand.				Duodecimo		['""This is the third edition; though not so named. Apparently       Fielding\'s final revision ..."" Cf. Cross."']		true							['']	['Third-person']	['First-person', 'Poem(s)']		true		Author (text)	Proper name	Male				['history', 'foundling']		University of Pennsylvania		
260829	02248cam a2200457 i 4500	Aulnoy	1650 or 51-1705.		The history of Hypolitus, earl of Douglas : with the secret history of Macbeth, king of Scotland : to which is added, The art of love, or   The amours of Count Schlick and a young lady of quality.				1			1741	1741.	London		Printed for H. Slater ... F. Noble ... J. Rowland ... T. Wright ... J. Duncan,						['Pages 324, 346 incorrectly numbered 224, 246 respectively.']									['']														University of Pennsylvania		
260864	04339cam a2200529 i 4500	Erskine	18th cent.	now done into English from the lady\\\'s own manuscript by the translator of the Memoirs and adventures of the Marques of Bretagne and Duke of Harcourt.	The travels and adventures of Mademoiselle de Richelieu : cousin to the present duke of that name, who made the tour of Europe dressed in men\\\'s clothes attended by her maid Lucy as her valet de chambre / now done into English from the lady\\\'s own manuscript by the translator of the Memoirs and adventures of the Marques of Bretagne and Duke of Harcourt.	The travels and adventures of Mademoiselle de Richelieu. Cousin to the present Duke of that name. Who made the tour of Europe, dressed in men's cloaths, attended by her maid Lucy as her valet de chambre. Now done into English from the Lady's own manuscript. By the translator of the memoirs and adventures of the Marques of Bretagne and Duke of Harcourt. Vol. I.			3			1744	1744.	London	['M. Cooper']	Printed for M. Cooper, at the Globe in Paternoster-Row				Duodecimo		['Crest is labeled with a name ""Francis Frederick Fox"" on the front pastedown"']							true		['']	['First-person']					Translator (text)	Generic/Descriptive	Indeterminate				['travels', 'adventures', 'Cousin', 'Duke', 'name', 'tour', 'cloaths', 'maid', 'valet de chambre', 'manuscript', 'translator', 'memoirs', 'adventures']	['Europe']	University of Pennsylvania		
260865	02298cam a2200517 i 4500	Smollett, Tobias George	1721-1771.		The adventures of Roderick Random : in two volumes.	The adventures of Roderick Random. In two volumes. Vol. I. The second edition.			2	2nd edition.	Second edition.	1748	1748.	London	['J. Osborn']	Printed for J. Osborn in Pater-noster-Row.				Duodecimo	ill. ;		true								['']	['First-person']	['Epistolary']										['adventure', 'volume', 'edition']		University of Pennsylvania		
