id	type	x	b	v
260804	Introduction	"['Begins: """"As I may, without vanity, presume that the name and official description prefixed to this Proem will secure it, from the sedate and reflecting part of mankind, to whom only I would be understood to address myself, such attention as is due to the sedulous instructor of youth, and the careful performer of my Sabbath duties, I will forbear to hold up a candle to the daylight, or to point out judicious those recommendations of my labours which they must necessarily anticipate from the perusal of the title-page.""""', 'Ends: """"So, gentle reader, I bid you farewell, recommending you to such fare as the mountains of your own country produce; and I will only farther premise, that each Tale is preceded by a short introduction, mentioning the persons by whom, and the circumstances under which, the materials thereof were collected.""""', 'It is signed, """"Jedidiah Cleishbotham""']"	['Introduction']	['v.1']
260804	Conclusion	"['Begins: """"I had determined to waive the task of a concluding chapter, leaving to the reader\\\'s imagination the arrangements which must necessarily take place after Lord Evandale\\\'s death""""', 'Ends: """"In like manner, gentle Reader, returning you my thanks for the patience which has conducted you thus far, I take the liberty to withdraw myself from you for the present.""']"	['Conclusion']	['v.4']
260804	Conclusion	"['Begins: """"It was mine earnest wish, most courteous Reader, that the """"Tales of my Landlord"""" should have reached thine hands in one entire succession of tomes, or volumes. But as I sent some few more manuscript quires, containing the continuation of these most pleasant narratives, I was apprised, somewhat unceremoniously, by my publisher, that he did not approve of novels (as he injuriously called these real histories) extending beyond four volumes, and if I did not agree to the first four being published separately, he threatened to decline the article (O, ignorance! as if the vernacular article of our mother English were capable of declension!)""""', 'Ends: """"I rest, esteemed Reader, thine as thou shalt construe me, Jedediah Cleishbotham.""""', 'It is dated, """"Gandercleugh, Nov. 15, 1816.""']"	['Peroration']	['v.4']
260807	Dedication		['To the right honorable George Canning, &c. &c. &c.']	
260807	To the reader		['The heroine to the reader.']	
260807	Index		['Notes.']	
260809	Dedication		['To the right honorable George Canning, &c. &c. &c.']	
260809	To the reader		['The heroine to the reader.']	
260809	Index		['Notes.']	
260813	Dedication		['To the honourable George Lyttleton, Esq; One of the Lords commissioners of the treasury.']	
260815	Introduction		['Introduction.']	
260815	Appendix		['Appendix.']	
260816	Preface		['Preface to the second part']	
260816	Appendix		['Appendix']	
260816	Appendix			
260817	Advertisement		['Advertisement.']	
260818	Preface	"['Signed """"An English-woman. December 23, 1809.""']"	['Prefaratory address. To Mrs. West.']	['v.1']
260818	Errata		['Errata.']	['v.1', 'v.2', 'v.3', 'v.4']
260819	Errata		['Errata in the First Volume']	['v.3']
260819	Errata		['Errata in the Second Volume']	['v.3']
260819	Advertisement		['New Works']	['v.3']
260822	Dedication		['To the right honourable Elizabeth, Countess of Northumberland']	
260822	Introduction		['Introduction']	
260825	Table of contents	['Appears on title page']		
260827	Preface	"['Begins: """"The French press is continually teeming withh a variety of literary works, by men of talents, upon alll subjects, which, for the moment, amuse and are admired. Few of them are sufficiently interesting to foreigners to be translated; yet some pass unnoticed, which, both for their information and style, deserve attention, and would gratify the general reader. The following is a translation of one that appears likely to interest the British public; for, not only at this period, but  at all times, in an historical as well as relative point of view, the affairs of France must be of importance to all civilized nations, and peculiarly to Great Britain. This volume, from the pen of a writer greatly esteemed in his own country, gives a view of the political state of France, of its parties, of the natural tendency of the age to the general interests of mankind, and of the ultimate object of civilization in its silent progress towards universal good.', 'Ends: The measures understood by the Laws of Exceptions are ordinances thought necessary on particular occasions, such as those for preventing or suppressing publications and others the power of which was established by the Chambers of 1815.""']"	"[""Translator\\'s Preface""]"	
260827	Table of contents	['There are 12 chapters, as well as Postscript and Notes. In total, 221 pages are listed.']	['Contents']	
260827	Explanatory Note	['There are 7 engravings. Their titles are the following in order: Frontispiece, Conspirators, The Mustaches, The man for Principles, The Salad Dresser, The Sovereign, and The Pirouette.']	['Reference to the Engravings']	
260827	Postscript	"['Begins: """"Reader, my task is not yet finished: I have yet to obtain your pardon. More than once in the course of this work, I have offended your reason and your taste; I have hurt you in your modes of thinking, in the secrets of your self-love, in your favourite opinions. One reflection consoles me, and that is, that I have not scandalized your heart. In all the extravagances I have placed before you, you have found nothing to warrant your denying me esteem, or to induce you to hate me.', 'Ends: """"I will entertain you in future only with things of a real nature, and which you may make use of. The man who had to write this book, and he who has written it, are two different persons. Confess a truth: like Dr. Anselm, you woul dhave sent the former to Charenton: the latter has only to repeat to you what I said to my father: """"You are alarmed for my health; I have reflected seirously: I think I shall be better in future.""']"	['Postscript']	
260827	Note	['There are nine notes.']	['Notes']	
260827	Advertisement		['Recent Publications by Baldwin, Cradock, and Joy.']	
260833	Advertisement	"['Reads: """"When the Editor of the following volumes published, about two years since, the work called """"The Antiquary,"""" he announced that he was, for the last time, intruding upon the public in his present capacity. He might shelter himself under the plea, that every anonymous writer is, like the celebrated Julius, only a phantom, and that therefore, although an apparition of a more benign, as well as much meaner description, he cannot be bound to plead to a charge of inconsistency.""""', 'Ends: """"It does not, however, become the Editor to be the first to point out these erors; and he takes this public opportunity to thiank the unknown and nameless correspondent, to whom the reader will owe the principal share of any amusement he may derive from the following pages.""']"	['Advertisement']	
260833	Note	"['Reads: """"Here the original manuscript ends somewhat abruptly. I have reason to think that what followed related to private affairs""""', 'Appears in brackets at the end of the novel.']"	['Note']	"['v.3""']"
260834	Advertisement	"['Reads: """"When the Editor of the following volumes published, about two years since, the work called """"The Antiquary,"""" he announced that he was, for the last time, intruding upon the public in his present capacity. He might shelter himself under the plea, that every anonymous writer is, like the celebrated Julius, only a phantom, and that therefore, although an apparition of a more benign, as well as much meaner description, he cannot be bound to plead to a charge of inconsistency.""""', 'Ends: """"It does not, however, become the Editor to be the first to point out these erors; and he takes this public opportunity to thiank the unknown and nameless correspondent, to whom the reader will owe the principal share of any amusement he may derive from the following pages.""']"	['Advertisement']	
