id	leader	orig language (base)	author name	author dates	author transcribed	title catalog	title full	title half	title series	vols	edition transcribed	edition controlled	pub date	pub date transcribed	pub location	pub	pub transcribed	printer	bookseller	pub notes	format	illustrations	pub cataloger notes	para:preface	para:dedication	para:advertisement	para:to the reader	para:intro	para:note	para:other	para:footnotes	epigraph source transcribed	narrative form primary	narrative form secondary	subscriber list	inscription	marginalia	author claim	author claim type	author gender claim	author gender	advertisement genres	title words:other works	title words:singular nouns	title words:place names	holding institution	cataloger initials	cataloger institution
260744	01553cam a2200385   4500	eng	Cunningham, J. W	1780-1861.	by J.W. Cunningham.	A world without souls ; and, The velvet cushion / by J.W. Cunningham.				1			1815	1815	Albany		Green & Co.,						['Each work has separate title page.']									['']														University of Pennsylvania		
260745	05279cam a2200613 a 4500	eng			by William Fisher, Esq.	An interesting account of the voyages and travels of Captains Lewis and Clarke, in the years 1804-5, & 6 : giving a faithful description of the river Missouri and its source--of the various tribes of Indians through which they passed--manners and customs--soil--climate--commerce--gold and silver mines--animal and vegetable productions : interspersed with very entertaining anecdotes ... : to which is added a complete dictionary of the Indian tongue / by William Fisher, Esq.	An interesting account of the voyages and travels of Captains Lewis and Clarke, in the years 1804-5, & 6.  Giving a faithful description of the river Missouri and its source--of the various tribes of Indians through which they passed--manners and customs--soil--climate--commerce--gold and silver mines--animal and vegetable productions: interspersed with very entertaining anecdotes, and a variety of other useful and pleasing information, remarkably calculated to delight and instruct the readers. To which is added a complete dictionary of the Indian tongue.  By William Fisher, Esq.			1			1813	1813.	Baltimore		Printed and published by P. Mauro, No. 10, North Howard St.					ill., ports. ;	['A spurious account, of which the earliest American edition, Philadelphia, 1809, appeared under title: ""The travels of Capts. Lewis & Clarke."" The various spurious editions are made up of material taken principally from three sources: 1) Message from the President of the United States communicating discoveries made in exploring the Missouri, Red river and Washita, by Captains Lewis and Clark, Doctor Sibley, and Mr. Dunbar, Washington, 1806; 2) Jonathan Carver\'s ""Travels through the interior parts of North America ... in the years 1766, 1767, and 1768""; 3) Alexander Mackenzie\'s ""Voyage from Montreal ... through the continent of North America in the years 1789 and 1796."']					true		true		['']	['First-person']			true		Author (text)		Male	Unknown			['recommendation', 'President', 'Congress', 'nature', 'testimony', 'value', 'undertaking']	['United States']	University of Pennsylvania		
260747	03522cam a2200577 a 4500	eng	West	1758-1852.	by the author of ""The loyalists,"" &c."	Alicia de Lacy : an historical romance / by the author of ""The loyalists,"" &c."	Alicia de Lacy; an historical romance. By the author of ""The loyalists, "" &c. In four volumes.  Vol. I.	Alicia de Lacy; an historical romance. Vol. I.		4	First ed. Cf. Block	First edition.	1814	1814.	London		Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row				Duodecimo		['First ed. Cf. Block, p. 250.']	Untitled								['Ode to Adversity', "Gray\\\\\\'s"]	['Third-person']					Author (text)		Indeterminate	Female"	["Publishers' advertisements"]		['romance', 'author', 'loyalists']		University of Pennsylvania		
260748	01293cam a2200313   4500	eng	Helme, Elizabeth	d. 1816.	by Elizabeth Helme.	Instructive rambles in London and the adjacent villages : Designed to amuse the mind and improve the understanding of youth / by Elizabeth Helme.				1			1811	1811.	London		Printed for J. Harris ... and Darton and Harvey ...,					ill. ;										['']														University of Pennsylvania		
260749	03102cam a2200397 a 4500	eng	Swift, Jonathan	1667-1745.	with notes, and a life of the author, by Sir Walter Scott, bart.	The works of Jonathan Swift D. D., Dean of St. patrick\\\'s, Dublin : containing additional letters, tracts, and poems, not hitherto published / with notes, and a life of the author, by Sir Walter Scott, bart.				19			1814	1814.	Edinburgh		Printed for Archibald Constable and Co. ; White, Cochrane, and Co., and Gale, Curtis, and Fenner, London ; and John Cumming, Dublin,					ill., music, port. ;										['']														University of Pennsylvania		
260750	03143cam a2200397 a 4500	eng	Swift, Jonathan	1667-1745.	with notes, and a life of the author, by Sir Walter Scott, bart.	The works of Jonathan Swift D. D., Dean of St. patrick\\\'s, Dublin : containing additional letters, tracts, and poems, not hitherto published / with notes, and a life of the author, by Sir Walter Scott, bart.				19			1814	1814.	Edinburgh		Printed for Archibald Constable and Co. ; White, Cochrane, and Co., and Gale, Curtis, and Fenner, London ; and John Cumming, Dublin,					ill., music, port. ;										['']														University of Pennsylvania		
260751	02699cam a2200529 a 4500	fre	Louis Bonaparte	1778-1846.	by Louis Bonaparte.	Maria; or, The Hollanders / by Louis Bonaparte.	Maria; or, the Hollanders: by Louis Buonaparte.  In three volumes.  Vol. I.			3			1815	1815.	London		Printed by J. Gillet, Crown-court, Fleet-street, for H. Colburn, Conduit-street; and Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row				Duodecimo		['A translation of ""Marie, ou Les Hollandoises"" which was first published under title, ""Marie, ou Les peines de l\'amour."" cf. ""Preface to the translation"" signed E. A. K. [probably E. A. Kendall]."']	true								['']	['Epistolary']									["Publishers' advertisements"]		['Hollander']		University of Pennsylvania		
260752	03569cam a22005051  4500	ger	Wall, Anton	1751-1821		Amatonda : a tale from the German of Anton Wall.	Amatonda. A Tale, From the German of Anton Wall.			1			1811	1811	London	['Longman, Hurst, Rees, Orme and Brown', 'Longman, Hurst, Rees, Orme and Brown']	Printed for Longman, Hurst, Rees, Orme and Brown, Paternoster-Row						['Tr. by Henry Crabb Robinson.']		Begins: ""I am still alive my fair friend; or rather, I am alive once more, but for how long I cannot tell; therefore, to give some token of existence, I send you a Persian tale. It is one of the 10,000 my great-aunt inherited from my uncle, and which I purchased of her for 100,000 pearls.	Begins: ""Anton Wall, like Veit Weber and Jean Paul, is a literary nom de guerre. It has been assumed by one of the least voluminous, but one of the most elegant romance writers in Germany, and has derived celebrity and popularity from two or three works of fiction, all of very small extent.""	Begins: ""I had an uncle who was full of sense and whims; but his whims were pardoned for the sake of his sense, and his sense for the sake of his whims. Among these whims were two, to which all others were subordinate; these were his love of pearls and tales.""					['']	['Third-person']											['tale', 'German']		University of Pennsylvania		
260753	01702cam a2200385 i 4500	eng			by Daniel Jackson, Jun.	A short account of the courtship of Alonzo & Melissa : setting forth their hardships and difficulties, caused by the barbarity of an unfeeling father / by Daniel Jackson, Jun.				1			1811	1811.	Plattsburgh [NY]		Printed for the proprietor,						['Running title: Alonzo and Melissa.']									['']														University of Pennsylvania		
260754	01603cam a2200373 i 4500	eng			by I. Mitchell.	The Asylum, or, Alonzo and Melissa : an American tale, founded on fact / by I. Mitchell.				2			1811	1811	Poughkeepsie [N.Y.] :		Joseph Nelson,					ill. ;	['Published in the same year at Plattsburgh, N.Y., under title: A short account of the courtship of Alonzo and Melissa / by Daniel Jackson, Jun.']									['']														University of Pennsylvania		
260755	02661cam a2200493 i 4500	eng	Foster, Hannah Webster	1759-1840.	by a lady of Massachusetts.	The coquette, or, The history of Eliza Wharton : a novel, founded on fact / by a lady of Massachusetts.	The coquette; or, the history of Eliza Wharton. A novel: founded on fact. By a lady of Massachusetts. Third edition. Published according to Act of Congress.			1	Third edition.	Third edition.	1811	1811	Newburyport:		Published and sold by Thomas & Whipple, proprietors of the copy-right.						["Publisher's advertisements: p. [2]-[9]."]									['']	['Epistolary', 'First-person']			true		Author (text)	Generic/Descriptive	Female		["Publishers' advertisements"]		['coquette', 'history', 'novel', 'fact', 'lady']	['Massachusetts']	University of Pennsylvania		
260756	01520cam a2200373 i 4500	eng	Irving, Washington	1783-1859.		Salmagundi : or, The whim-whams and opinions of Launcelot Langstaff, esq. and others ....				2	Reprinted from the American edition, with an introductory essay and explanatory notes /	by John Lambert.	1811	1811.	London		Printed for J.M. Richardson ...,						['By Washington Irving, William Irving and James Kirke Paulding.']									['']														University of Pennsylvania		
260757	03752cam a2200589   4500	eng	Parker, Emma		By Emma Parker.	Elfrida, heiress of Belgrove : a novel. / By Emma Parker.	Elfrida, heiress of Belgrove. A novel, in four volumes.  By Emma Parker. Vol. I.			4			1811	1811.	London	['B. Crosby and Co.']	Printed for B. Crosby and Co., Stationer\\\'s Court, Paternoster Row;  J. Painter, Wrexham, and Wright and Cruikshanks, Liverpool				Duodecimo		['""R. Wilks, printer."" v.1-2; ""J. G. Barnard, printer."" v.3-4."']									['']	['Third-person']	['First-person']				Author (text)	Proper name	Female				['heiress', 'novel']	['Belgrove']	University of Pennsylvania		
260758	02094cam a2200433   4500	eng	Rose, Edward H		By Edward Rose, seaman.	The sea-devil; or, Son of a bellows-mender : a tragi-comic romance of the present day. In two volumes. / By Edward Rose, seaman.				2			1811	1811.	Plymouth Dock		printed and published by J. Roach; and may be had of the principal booksellers in town and country.				Duodecimo			true								['']	['Third-person']	['First-person']				Author (text)		Male				['preface']		University of Pennsylvania		
260759	04814cam a2200841   4500	eng	Klopstock, Friedrich Gottlieb	1724-1803.	from the German of Klopstock. The first sixteen books by Mrs. Collyer, and the three last by Mrs. Meeke. To which is prefixed, An introduction on divine poetry. In two volumes.	The Messiah / from the German of Klopstock. The first sixteen books by Mrs. Collyer, and the three last by Mrs. Meeke. To which is prefixed, An introduction on divine poetry. In two volumes.	The messiah: From the German of Klopstock. The first sixteen books by Mrs. Collver, and the three last by Mrs. Meeke. To which is prefixed, an introduction on divine poetry. In two volumes. Vol. I.			2			1811	1811.	London		For J. Walker,				Duodecimo		['This book is comprised of two separate volumes bound together (two volumes in one).']							true		['']	['First-person']			true		Author (text)		Female				['argument']		University of Pennsylvania		
260760	02943cam a2200505 i 4500	eng	Nares, Edward	1762-1841.	written by Thinks-I-to-Myself, Who?	Thinks-I-to-myself : a serio-ludicro, tragico-comico tale / written by Thinks-I-to-Myself, Who?	Think's-I-to-myself. A serio-ludicro, tragico-comico tale, written by Think's-I-to-myself who?  In two volumes.  Vol. I.	Think's-I-to-myself, &c.		2	Third edition, with additions.	Third edition.	1811	1811.	London		Printed by Law and Gilbert ; and sold by Sherwood, Neely, and Jones, 20, Paternoster Row.; Hatchard, Piccadilly ; and Asperne, Cornhill															['']	['First-person']					Author (text)		Indeterminate	Male			['tale', 'addition']		University of Pennsylvania		
260761	02770cam a2200493 i 4500	eng	Nares, Edward	1762-1841.	written by Thinks-I-to-Myself, Who?	Thinks-I-to-myself : a serio-ludicro, tragico-comico tale / written by Thinks-I-to-Myself, Who?	Think's-I-to-myself. A serio-ludicro, tragico-comico tale, written by Think's-I-to-myself who?  In two volumes.  Vol. I.	Think's-I-to-myself, &c.		2			1811	1811.	London		Printed by Law and Gilbert ; and sold by Sherwood, Neely, and Jones, 20, Paternoster Row.; Hatchard, Piccadilly ; and Asperne, Cornhill															['']	['First-person']			true		Author (text)		Indeterminate	Male			['tale', 'addition']		University of Pennsylvania		
260762	03180cam a2200577   4500	eng	West	1758-1852.	By the author of the ""Tale of the times,"" ""Infidel father,"" &c."	The refusal. By the author of the ""Tale of the times,"" ""Infidel father,"" &c."	The refusal. By the author of the ""Tale of the times,"" ""Infidel father,"" &c. Vol. I.	The refusal. Vol. I.		3			1810	1810.	London	['Longman, Hurst, Rees, and Orme']	Printed for Longman, Hurst, Rees, and Orme, Paternoster Row.															['']	['Third-person']	['First-person']				Author (text)		Female		['Mixed genre']		['refusal', 'author', 'tale', 'time', 'father']		University of Pennsylvania		
