id	orig language (base)	author name	author dates	author transcribed	title catalog	title full	title half	title series	vols	edition trans	pub date	pub date transcribed	pub location	pub	pub transcribed	printer	bookseller	pub notes	format	illustrations	pub cataloger notes	para:preface	para:dedication	para:advertisement	para:to the reader	para:intro	para:note	para:other	para:footnotes	epigraph source transcribed	narrative form primary	narrative form secondary	subscriber list	inscription	marginalia	author claim	author claim type	author gender claim	author gender	advertisement genres	title words:other works	title words:singular nouns	title words:place names	holding institution
260692	fre			Tr. from a French manuscript ...	The adventures and amours of the Marquis de Noailles, and Mademoiselle Tencin. Tr. from a French manuscript ...	The adventures and amours of the Marquis de Noailles, and Mademoiselle Tencin. Translated from a French manuscript. In two volumes. Vol. I.	The adventures and amours of the Marquis de Noailles, and Mademoiselle Tencin.		2		1746	1746.	London :		J. Robinson, in Ludgate-Street.				Duodecimo		A novel, the pretended narrative of Félicité de Biron.	true									First-person	Epistolary										adventure | amour | adventure | amour | manuscript		University of Pennsylvania
260693	eng				Leonora, or Characters drawn from real life : containing a great variety of incidents interspers\'d with reflections moral and entertaining : in two volumes.	Leonora: or, characters drawn from real life. Containing a great variety of incidents: Interspers\'d with reflections moral and entertaining. In two volumes. The second edition.			2	2nd edition.	1745	1745.	London :		Printed for Thomas Davies, in Round-Court, in the Strand				Duodecimo		Errata: v. 1, p. 393; v. 2, p. 391.	true						true			First-person	Epistolary										character | life | variety | incident | reflection | edition | character | life | variety | incident | reflection | edition		University of Pennsylvania
260694	fre	Gomez,	1684-1770.	translated from the French of Madame de Gomez ... ; never before published.	Select novels / translated from the French of Madame de Gomez ... ; never before published.	Select novels, translated from the French of Madame de Gomez. Viz. Effects of simpathy. Fair gardener. The vestal. Clodomark. Sequel to the vestal. Tartarian prince. Never before published.			1		1745	1745.	London :		Printed and published by T. Gardner, at Cowley\'s-Head against St. Clement\'s Church, in the Strand; and W. Shropshire in New-Bond-Street.				Duodecimo		Selections from her Cent nouvelles nouvelles.																					novel | effect | simpathy | gardener | vestal | Sequel | vestal | prince		University of Pennsylvania
260695	eng				The Silph\'s resentment, or The Numidian coquet : a satyrical novel : to which is added, Revenge a-la-mode, an heroi-comic tale.	The silph\'s resentment; or, the Numidian coquet: a satyrical novel. To which is added, revenge a-la-mode, an heroi-comic tale. [Price six-pence]			1		1742	1742.	London :		Printed for T. Cooper, at the Globe in Pater-noster Row.				Octavo		"""""Tit for tat, or Revenge a-la-mode, an heroi-comic tale"""": p. 23-29."""							true			Third-person											silph | resentment | coquet | novel | revenge | tale | six-pence		University of Pennsylvania
260696	eng	Kirkby, John,	1705-1754.		The capacity and extent of the human understanding : exemplified in the extraordinary case of Automathes, a young nobleman who was accidentally left in his infancy upon a desolate island and continued nineteen years in that solitary state, separate from all human society : a narrative abounding with many surprizing occurrences both useful and entertaining to the reader.	The capacity and extent of the human understanding; exemplified in the extraordinary case of Automathes, a young nobelman, who was accidentally left in his infancy, upon a desolate island, and continued nineteen years in that solitary state, separate from all human society. A narrative abounding with many surprizing occurrences, both useful and entertaining to the reader.			1		1745	1745	London :		Printed for R. Manby and H. Shute Cox, on Ludgate-hill.				Duodecimo		"""""Largely borrowed from the History of Autonous (1736)"""" -- Dict. nat. biog."" | Running title: The history of Automathes."		true								First-person	Third-person										capacity | extent | understanding | nobelman | infancy | island | year | state | society | narrative | occurrence | reader		University of Pennsylvania
260697	eng	Arbuthnot, Archibald.		by the Rev. Archibald Arbuthnot ...	The life, adventures, and many and great vicissitudes of fortune of Simon, Lord Lovat, the head of the family of Frasers : from his birth at Beaufort, near Inverness, in the highlands of Scotland, in 1668, to the time of his being taken by Capt. Millar, after three days search, in a hollow tree, on the coasts of Knoidart and Arisaig / by the Rev. Archibald Arbuthnot ...	The life, adventures, and many and great vicissitudes of fortune of Simon, Lord Lovat, the head of the family of Frasers. From his birth at Beaufort, near Inverness, in the highlands of Scotland, in 1668, to the time of his being taken by Capt. Millar, after three days search, in a hollow tree, on the coasts of Knoidart and Arisaig. By the Rev. Archibald Arbuthnot, one of the society for propagating the Christian knowledge, and minister of Kiltarlaty, in the Presbytyry of Inverness.			1		1746	1946	London :		Printed and sold (for the author) by R. Walker, in Fleet-Lane ; and at his printing-office, next the Theatre Coffee-House in Cambridge.					ill. ;	"Fiction.  Cf. NCBEL v. 2, col. 2078. | First issued anonymously, in parts; reissued with authors name on t.p.  Cf. Wiles, R. M.  Serial publication in England before 1750, p. 348. | Gatherings of 4 leaves.  P. [1]-96 have vertical chain-lines; p. 97-280 have horizontal chain-lines.  Part nos. appear at the beginning of some gatherings. | Illustrated frontispiece with the sentence, """"Lord Lovat taken by Capt MIllar in a hollow tree on the coast of Noidart."""	true									Third-person					Author (text)	Proper name	Male				life | adventure | vicissitude | fortune | head | family | birth | highlands | day | search | tree | coast | society | knowledge | minister | Presbytyry	Beaufort | Inverness | Scotland | Knoidart | Arisaig | Kiltarlaty	University of Pennsylvania
260698	eng				The Lady\'s drawing room : being a faithfull picture of the great world : in which the various humours of both sexes are display\'d, drawn from the life and interspers\'d with entertaining and affecting novels.	The lady\'s drawing room. Being a faithfull picture of the great world. In which the various humours of both sexes are display\'d. Drawn from the life: and interspers\'d with entertaining and affecting novels.			1		1744	1744.	London :		Printed and sold by M. Cooper, in Pater-noster-row; and A. Dodd, near Essex-Street, in the Strand.				Duodecimo			true																				drawing | room | picture | world | humour | sex | life | novel		University of Pennsylvania
260699	eng	Fielding, Sarah,	1710-1768.	by the author of David Simple ; in two volumes.	Familiar letters between the characters in David Simple, and some others : to which is added, A vision / by the author of David Simple ; in two volumes.	Familiar letters between the principal characters in David Simple, and some others. To which is added, a vision. By the author of David Simple. In two volumes. Vol. I.			2		1747	1747.	London :		Printed for the author and sold by A. Millar, opposite Katharine-Street in the Strand				Octavo		Published anonymously. By Sarah Fielding. Cf. Halkett & Laing (2nd ed.) | Sequel to: The adventures of David Simple. | Letters XL-XLIV are by Henry Fielding. | List of subscribers: v. 1, p. xxiii-xlviii.	true									Epistolary | First-person		true	true		Author (text)	Reference to other works	Indeterminate				letter | character | other | vision | author | Vol. I. | letter | character | other | vision | author		University of Pennsylvania
260700	eng	Richardson, Samuel,	1689-1761.	published by the editor of Pamela.	Clarissa, or, The history of a young lady : comprehending the most important concerns of private life : and particularly shewing, the distresses that may attend the misconduct both of parents and children, in relation to marriage / published by the editor of Pamela.	Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life and particularly shewing, the distresses that may attend the misconduct both of parents and children, in relation to marriage. Published by the editor of Pamela. Vol. I.			7		1748	1748.	London :		Printed for S. Richardson :				Duodecimo	music ;	"Vols. 3-7 have variant imprint: London : Printed by S. Richardson : And sold by John Osborn ... Andrew Millar ... J. and Ja. Rivington ... and by J. Leake, at Bath, 1748. | Vol. 2 incl. 1 folded leaf of plates facing p. 50, with words and music of verses 14-16 of """"Ode to widsom""""."" | Postscript at the end of vol. IV notes """"The remainder of this work will be published at once: and that as soon as indispensable avocations will permit."""	true			true			true			Epistolary			true		Publisher (text)		Indeterminate		Fiction		history | lady | concern | life | distress | misconduct | parent | children | marriage | editor		University of Pennsylvania
260701	eng	Richardson, Samuel,	1689-1761.	published by the editor of Pamela.	Clarissa, or, The history of a young lady : comprehending the most important concerns of private life : and particularly shewing, the distresses that may attend the misconduct both of parents and children, in relation to marriage / published by the editor of Pamela.	Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life and particularly shewing, the distresses that may attend the misconduct both of parents and children, in relation to marriage. Published by the editor of Pamela. Vol. I.			7		1748	1748.	London :		Printed for S. Richardson :				Duodecimo	music ;	"Vols. 3-7 have variant imprint: London : Printed by S. Richardson : And sold by John Osborn ... Andrew Millar ... J. and Ja. Rivington ... and by J. Leake, at Bath, 1748. | Vol. 2 incl. 1 folded leaf of plates facing p. 50, with words and music of verses 14-16 of """"Ode to widsom""""."""	true			true			true			Epistolary			true		Publisher (text)		Indeterminate		Fiction		history | lady | concerns | life | distresses | misconduct | parents | children | marriage | editor | history | lady | concerns | life | distresses | misconduct | parents | children | marriage | editor | history | lady | concerns | life | distresses | misconduct | parents | children | marriage | editor | history | lady | concerns | life | distresses | misconduct | parents | children | marriage | editor | history | lady | concerns | life | distresses | misconduct | parents | children | marriage | editor | history | lady | concerns | life | distresses | misconduct | parents | children | marriage | editor | history | lady | concerns | life | distresses | misconduct | parents | children | marriage | editor		University of Pennsylvania
