id	author name	author dates	author transcribed	title catalog	title full	title half	title series	vols	edition transcribed	edition controlled	pub date	pub date transcribed	pub location	pub	pub transcribed	printer	bookseller	pub notes	format	illustrations	pub cataloger notes	para:preface	para:dedication	para:advertisement	para:to the reader	para:intro	para:note	para:other	para:footnotes	epigraph source transcribed	narrative form primary	narrative form secondary	subscriber list	inscription	marginalia	author claim	author claim type	author gender claim	author gender	advertisement genres	title words:other works	title words:singular nouns	title words:place names	holding institution	cataloger initials	cataloger institution
260695				The Silph\\\'s resentment, or The Numidian coquet : a satyrical novel : to which is added, Revenge a-la-mode, an heroi-comic tale.	The silph's resentment; or, the Numidian coquet: a satyrical novel. To which is added, revenge a-la-mode, an heroi-comic tale. [Price six-pence]			1			1742	1742.	London	['T. Cooper']	Printed for T. Cooper, at the Globe in Pater-noster Row.				Octavo		['""Tit for tat, or Revenge a-la-mode, an heroi-comic tale"": p. 23-29."']							true		['']	['Third-person']											['silph', 'resentment', 'coquet', 'novel', 'revenge', 'tale', 'six-pence']		University of Pennsylvania		
260696	Kirkby, John	1705-1754.		The capacity and extent of the human understanding : exemplified in the extraordinary case of Automathes, a young nobleman who was accidentally left in his infancy upon a desolate island and continued nineteen years in that solitary state, separate from all human society : a narrative abounding with many surprizing occurrences both useful and entertaining to the reader.	The capacity and extent of the human understanding; exemplified in the extraordinary case of Automathes, a young nobelman, who was accidentally left in his infancy, upon a desolate island, and continued nineteen years in that solitary state, separate from all human society. A narrative abounding with many surprizing occurrences, both useful and entertaining to the reader.			1			1745	1745	London	['H. Shute Cox', 'R. Manby']	Printed for R. Manby and H. Shute Cox, on Ludgate-hill.				Duodecimo		['""Largely borrowed from the History of Autonous (1736)"" -- Dict. nat. biog."']		true							['']	['First-person']	['Third-person']										['capacity', 'extent', 'understanding', 'nobelman', 'infancy', 'island', 'year', 'state', 'society', 'narrative', 'occurrence', 'reader']		University of Pennsylvania		
260697	Arbuthnot, Archibald		by the Rev. Archibald Arbuthnot ...	The life, adventures, and many and great vicissitudes of fortune of Simon, Lord Lovat, the head of the family of Frasers : from his birth at Beaufort, near Inverness, in the highlands of Scotland, in 1668, to the time of his being taken by Capt. Millar, after three days search, in a hollow tree, on the coasts of Knoidart and Arisaig / by the Rev. Archibald Arbuthnot ...	The life, adventures, and many and great vicissitudes of fortune of Simon, Lord Lovat, the head of the family of Frasers. From his birth at Beaufort, near Inverness, in the highlands of Scotland, in 1668, to the time of his being taken by Capt. Millar, after three days search, in a hollow tree, on the coasts of Knoidart and Arisaig. By the Rev. Archibald Arbuthnot, one of the society for propagating the Christian knowledge, and minister of Kiltarlaty, in the Presbytyry of Inverness.			1			1746	1946	London		Printed and sold (for the author) by R. Walker, in Fleet-Lane ; and at his printing-office, next the Theatre Coffee-House in Cambridge.		['Walker, R.']			ill. ;	['Fiction.  Cf. NCBEL v. 2, col. 2078.']	true								['']	['Third-person']					Author (text)	Proper name	Male				['life', 'adventure', 'vicissitude', 'fortune', 'head', 'family', 'birth', 'highlands', 'day', 'search', 'tree', 'coast', 'society', 'knowledge', 'minister', 'Presbytyry']	['Beaufort', 'Inverness', 'Scotland', 'Knoidart', 'Arisaig', 'Kiltarlaty']	University of Pennsylvania		
260698				The Lady\\\'s drawing room : being a faithfull picture of the great world : in which the various humours of both sexes are display\\\'d, drawn from the life and interspers\\\'d with entertaining and affecting novels.	The lady's drawing room. Being a faithfull picture of the great world. In which the various humours of both sexes are display'd. Drawn from the life: and interspers'd with entertaining and affecting novels.			1			1744	1744.	London	['M. Cooper', 'A. Dodd']	Printed and sold by M. Cooper, in Pater-noster-row; and A. Dodd, near Essex-Street, in the Strand.				Duodecimo			true								['']												['drawing', 'room', 'picture', 'world', 'humour', 'sex', 'life', 'novel']		University of Pennsylvania		
260699	Fielding, Sarah	1710-1768.	by the author of David Simple ; in two volumes.	Familiar letters between the characters in David Simple, and some others : to which is added, A vision / by the author of David Simple ; in two volumes.	Familiar letters between the principal characters in David Simple, and some others. To which is added, a vision. By the author of David Simple. In two volumes. Vol. I.			2			1747	1747.	London		Printed for the author and sold by A. Millar, opposite Katharine-Street in the Strand		['A. Millar']		Octavo		['Published anonymously. By Sarah Fielding. Cf. Halkett & Laing (2nd ed.)']	true								['']	['Epistolary', 'First-person']		true	true		Author (text)	Reference to other works	Indeterminate				['letter', 'character', 'other', 'vision', 'author', 'Vol. I.']		University of Pennsylvania		
260700	Richardson, Samuel	1689-1761.	published by the editor of Pamela.	Clarissa, or, The history of a young lady : comprehending the most important concerns of private life : and particularly shewing, the distresses that may attend the misconduct both of parents and children, in relation to marriage / published by the editor of Pamela.	Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life and particularly shewing, the distresses that may attend the misconduct both of parents and children, in relation to marriage. Published by the editor of Pamela. Vol. I.			7			1748	1748.	London		Printed for S. Richardson :		['A. Millar', 'J. and Ja. Rivington', 'John Osborn', 'J. Leake']		Duodecimo	music ;	['Vols. 3-7 have variant imprint: London : Printed by S. Richardson : And sold by John Osborn ... Andrew Millar ... J. and Ja. Rivington ... and by J. Leake, at Bath, 1748.']	true			true			true		['']	['Epistolary']			true		Publisher (text)		Indeterminate		['Fiction']		['history', 'lady', 'concern', 'life', 'distress', 'misconduct', 'parent', 'children', 'marriage', 'editor']		University of Pennsylvania		
260701	Richardson, Samuel	1689-1761.	published by the editor of Pamela.	Clarissa, or, The history of a young lady : comprehending the most important concerns of private life : and particularly shewing, the distresses that may attend the misconduct both of parents and children, in relation to marriage / published by the editor of Pamela.	Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life and particularly shewing, the distresses that may attend the misconduct both of parents and children, in relation to marriage. Published by the editor of Pamela. Vol. I.			7			1748	1748.	London		Printed for S. Richardson :		['A. Millar', 'J. and Ja. Rivington', 'John Osborn', 'J. Leake']		Duodecimo	music ;	['Vols. 3-7 have variant imprint: London : Printed by S. Richardson : And sold by John Osborn ... Andrew Millar ... J. and Ja. Rivington ... and by J. Leake, at Bath, 1748.']	true			true			true		['']	['Epistolary']			true		Publisher (text)		Indeterminate		['Fiction']		['history', 'lady', 'concerns', 'life', 'distresses', 'misconduct', 'parents', 'children', 'marriage', 'editor']		University of Pennsylvania		
260702	Haywood, Eliza Fowler	1693?-1756.	written by Mrs. Eliza Haywood.	Secret histories, novels, and poems : in four volumes / written by Mrs. Eliza Haywood.	Secret histories, novels, and poems. Written by Mrs. Eliza Haywood. Vol. IV. Containing, I. The rash resolve: or, the untimely discovery. A novel. II. The masqueraders: or, fatal curiosity; being the secret history of a late amour. III. Lasselia: or, the self-abandon'd. A novel. IV. The force of nature: or, the lucky disappointment. A novel. The fourth edition.			4	The fourth edition.		1746	1742.	London	['R. Ware and D. Browne', 'S. Birt, C. Hitch, and S. Austen', 'Austen, Stephen,', 'Hitch, Charles,', 'Browne, D.', 'Birt, Samuel,', 'Ware, R.']	Printed for R. Ware, in Amen-Corner;  S. Birt, in Ave-Mary-Lane; D. Browne, without Temple-Bar; C. Hitch, in Pater-noster-Row; and S. Austen, in St. Paul\\\'s Church-Yard.				Duodecimo	port., ;	['Title page transcription from NUC pre-1956 and Whicher, G.F.  Haywood, p. 176-177.']		true							['']	['Third-person']	['Epistolary']				Author (text)	Proper name	Female				['history', 'novel', 'poem', 'resolve', 'discovery', 'novel', 'masquerader', 'curiosity', 'history', 'amour', "self-abandon'd", 'novel', 'force', 'nature', 'disappointment', 'novel', 'edition']		University of Pennsylvania		
260703	Haywood, Eliza Fowler	1693?-1756.	By the author of The fortunate foundlings.	Life\\\'s progress through the passions, or, The adventures of Natura / By the author of The fortunate foundlings.	Life's progress through the passions: or, the adventures of Natura.  by the author of the fortunate foundlings.	The adventures of Natura		1			1748	1748.	London		Printed by T. Gardner, and sold at his printing-office, at Cowley\\\'s Head, opposite St. Clement\\\'s Church, in the Strand.				Duodecimo		['Published anonymously.  By Eliza Haywood.  Cf. Whicher, G.F.  Haywood, p. 190.']					true				['']	['Third-person']			true		Author (text)		Indeterminate	Female			['life', 'progress', 'passion', 'adventure', 'author', 'fortunate', 'foundling']		University of Pennsylvania		
260704	Haywood, Eliza Fowler	1693?-1756.	By the author of The fortunate foundlings.	Life\\\'s progress through the passions, or, The adventures of Natura / By the author of The fortunate foundlings.	Life's progress through the passions: or, the adventures of Natura.  by the author of the fortunate foundlings.	The adventures of Natura		1			1748	1748.	London		Printed by T. Gardner, and sold at his printing-office, at Cowley\\\'s Head, opposite St. Clement\\\'s Church, in the Strand.				Duodecimo		['Published anonymously.  By Eliza Haywood.  Cf. Whicher, G.F.  Haywood, p. 190.']					true		true		['']	['Third-person']			true		Author (text)		Indeterminate	Female	['Fiction']		['life', 'progress', 'passion', 'adventure', 'author', 'fortunate', 'foundling']		University of Pennsylvania		
260705			extracted from eminent records, and the whole illustrated with cuts suitable to each subject.	The Unfortunate concubines : the history of Fair Rosamond, mistress to Henry II, and Jane Shore, concubine to Edward IV, Kings of England : shewing how they came to be so : with their lives, remarkable actions, and unhappy ends / extracted from eminent records, and the whole illustrated with cuts suitable to each subject.	The unfortunate concubines. The history of fair Rosamond, mistress to Henry II. And Jane Shore, concubine to Edward IV, King of England. Shewing how they came to be so. With their lives, remarkable actions, and unhappy ends. Extracted from eminent records, and the whole illustrated with cuts suitable to each subject. ( Price bound one shilling)			1			1748	1748.	London	['J. Hodges', 'R. Ware', 'A. Bettesworth and C. Hitch']	Printed for R. Ware at the Bible and Sun, Ludgate-hill ; C. Hitch, at the Red-Lion in Pater-Noster-Row ; and J. Hodges at the Looking-Glass, London-Bridge.				Duodecimo	ill. ;	['P. [iv], [105], [108], and [156] misnumbered vi, 135, 188, and 165 respectively.']	true								['']	['Third-person']	['First-person', 'Letter(s)', 'Poem(s)']								['Fiction']		['concubine', 'history', 'mistress', 'concubine', 'life', 'action', 'end', 'record', 'whole', 'cut', 'subject', 'Price', 'shilling)']		University of Pennsylvania		
260706	Fielding, Henry	1707-1754.	By Henry Fielding, Esq.	The history of Tom Jones, a foundling : in six volumes / By Henry Fielding, Esq.	The history of Tom Jones, a foundling. In six volumes. By Henry Fielding, Esq;			6			1749	1749	London		Printed for A. Millar, over-against Catharine-Street in the Strand.				Duodecimo		['First edition leaves v. 1, B9-10, v. 2, B4-5, N12, v. 3, H8-10, M3, Q11, v. 4, B1, v. 5, N8, cancels.  Cf. Fielding, H.  Tom Jones, ed. by F. Bowers (1975) v. 1, p. lxxii-lxxiv.']		Takes form of a letter. Requests protection and patronage, notes Lyttleton's reluctance to grant them and ascribes this to modesty. Includes following line: ""I will detain you, Sir, no longer. Indeed I have run into a Preface, while I professed to write a Dedication."					true		['']	['Third-person']	['First-person']				Author (paratext)	Proper name	Male	Male			['History', 'Foundling', 'Volume', 'Esq']		University of Pennsylvania		
