id	title	author	date	a	b	x	c	v
260720	The history of the adventures of Joseph Andrews, and his friend Mr. Abraham Adams. Written in imitation of the manner of Cervantes, author of Don Quixote. By Henry Fielding, Esquire. The third edition, illustrated with cuts. In two volumes. Vol. II.	Fielding, Henry	1743	['Preface']	['Preface.']		['Front']	
260721		Fielding, Henry	1742	['Preface']	['Preface.']		['Front']	
260721		Fielding, Henry	1742	['Errata']	['Errata']		['Front']	
260723	Melmoth House: a novel. In three volumes, by Mrs. J. Jenner. Vol. I.	Jenner, J.	1816	['Introduction']	['Introduction']		['Front']	
260724	The Polite Correspondence: Or, Rational Amusement; Being a Series of Letters, Philosophical, Poetrical, Historical, Critical, Amorous, Moral, and Satyrical. Wherein are introduc'd a great Variety of instructive and delightful incidents, both in  Profe and Verfe.	Campbell, John	1740	['Dedication']	['To her Grace The Dutchess of Buckinghamshire.']	['Begins: ""Custom which hath the Force of a Law, gives a Pretence at leaft, if not a Right, to fuch as publifh their Writings of feeking the Protection of the moft illuftrious Perfons. In this Light therefore, my approaching your Grace is very natural, fince I could fcarce have found elfewhere, fo noble a Patron.""', 'signed, ""I am, May it pleafe your Grace, Your Grace\'s moft Humble and moft devoted Servant, The Author."']	['Front']	
260724	The Polite Correspondence: Or, Rational Amusement; Being a Series of Letters, Philosophical, Poetrical, Historical, Critical, Amorous, Moral, and Satyrical. Wherein are introduc'd a great Variety of instructive and delightful incidents, both in  Profe and Verfe.	Campbell, John	1740	['Preface']	['The Preface']	['Begins: ""There is no Sort of Literature, in which Forreigners value their own Authors more, and ours lefs, than in this of Letters, and therefore I think no kind of Writing deferves Encouragement fo much."']	['Front']	
260724	The Polite Correspondence: Or, Rational Amusement; Being a Series of Letters, Philosophical, Poetrical, Historical, Critical, Amorous, Moral, and Satyrical. Wherein are introduc'd a great Variety of instructive and delightful incidents, both in  Profe and Verfe.	Campbell, John	1740	['Table of contents']	['The Table of Contents']		['Back']	
260726	The Messiah: Attempted from the German of Mr. Klopstock. By Joseph Collyer. In Fifteen Books. Two Vols. Vol. I.	Klopstock, Friedrich Gottlieb	1811	['Preface']	["The Translator's Preface."]	['Begins: ""The extraordinary success of the Death of Abel, and the high opinion that many persons of distinguished merit have entertained of that work, rendered them solicitous to see the Messiah attempted in the same manner, and by the same hand; they therefore applied to Mrs. Collyer, who began the arduous task; but had made no great progress, when a lingering illness, occasioned by the agitations of mind she suffered in writing the former book, unhappily for me, and for our children, put a period both to the attempt and to her life."']	['Front']	
260726	The Messiah: Attempted from the German of Mr. Klopstock. By Joseph Collyer. In Fifteen Books. Two Vols. Vol. I.	Klopstock, Friedrich Gottlieb	1811	['Introduction']	['On Divine Poetry']	['Begins: ""The public have a right to expect that the painter, who submits his picture to their judgment, should hang it up, and go away in silence. This rule I have carefully observed, and, mingling with the spectators, have held my peace, and improved by their observations. Still would I proceed in the same manner, and only take aside such of the spectators as are willing to hear me, and place them in a situation, in which, I imagine, they will be enabled to view pieces of this kind, in a proper point of view. My design is not here confined to the Messiah, but to sacred poetry in general."']	['Front']	
260727	The messiah: From the German of Klopstock. The first sixteen books by Mrs. Collver, and the three last by Mrs. Meeke. To which is prefixed, an introduction on divine poetry. In two volumes. Vol. II.	Klopstock, Friedrich Gottlieb	1811	['Essay', 'Introduction']	['On divine poetry.']		['Front']	
260727	The messiah: From the German of Klopstock. The first sixteen books by Mrs. Collver, and the three last by Mrs. Meeke. To which is prefixed, an introduction on divine poetry. In two volumes. Vol. II.	Klopstock, Friedrich Gottlieb	1811	['Argument']	['The argument.']		['Front']	
260727	The messiah: From the German of Klopstock. The first sixteen books by Mrs. Collver, and the three last by Mrs. Meeke. To which is prefixed, an introduction on divine poetry. In two volumes. Vol. II.	Klopstock, Friedrich Gottlieb	1811	['Postscript']	['Postscript']		['Back']	
260727	The messiah: From the German of Klopstock. The first sixteen books by Mrs. Collver, and the three last by Mrs. Meeke. To which is prefixed, an introduction on divine poetry. In two volumes. Vol. II.	Klopstock, Friedrich Gottlieb	1811	['Explanatory Note']	['Explanatory Notes to book XVI. Explanatory Notes to book XVII. Explanatory Notes to book XVIII. Explanatory Notes to book XIX.']		['Back']	
260729	The adventures of Ferdinand Count Fathom. By Dr. Smollett, author of Roderick Random; Peregrine Pickle, &c. &c. In two volumes. Vol. I.	Smollett, Tobias George	1817	['Dedication']	['To Doctor ******']	['Begins: ""You and I, my good friend, have often deliberated on the difficulty of writing such a dedication as might gratify the self-complacency of a patron, without exposing the author to the ridicule or censure of the public; and I think we generally agreed that the task was altogether impracticable. -- Indeed, this was one of the few subjects on which we have always thought in the same manner: For, notwithstanding that deference and regard which we mutually pay to each other, certain it is, we have often differed, according to the predominancy of those different passions, which frequently warp the opinion, and perplex the understanding of the most judicious.""', 'it is signed, ""Dear Sir, Your very affectionate friend and servant, THE AUTHOR."']	['Front']	
260732	The Brownie of Bodsbeck; and other tales. By James Hogg, author of ""The Queen's Wake,"" &c. &c. In Two Volumes. Vol. I.	Hogg, James	1818	['Dedication']	['To the Right Honourable Lady Anne Scott, of Buccleuch.']	['Written in verse', 'Begins: ""To Her, whose bounty oft hath shed -- Joy round the peasant\'s lowly bed, -- When trouble press\'d and friends were few, -- And God and Angels only knew -- To Her, who loves the board to cheer, -- Abd hearth of simple Cottager; -- Who kives the tale of rural kind, -- And  wayward visions of his mind, -- I dedicate, with high delight, -- The themes of many a winter night""', 'It is signed ""J.H."" and dated ""Eltrive Lake, April 1st, 1818."']	['Front']	['v.1']
260732	The Brownie of Bodsbeck; and other tales. By James Hogg, author of ""The Queen's Wake,"" &c. &c. In Two Volumes. Vol. I.	Hogg, James	1818	['Table of contents']	['Contents to Volume Second.']		['Back']	['v.2']
260734	The captivity and deliverance of Mr. John Williams, pastor of the church in Deerfield, and Mrs. Mary Rowlandson, of Lancaster, who were taken, together with their families and neighbors, by the French and Indians, and carried into Canada. Written by themselves.	Williams, John	1811	['Dedication']	['Dedication. To his excellency, Joseph Dudley, Esq.']		['Front']	
260734	The captivity and deliverance of Mr. John Williams, pastor of the church in Deerfield, and Mrs. Mary Rowlandson, of Lancaster, who were taken, together with their families and neighbors, by the French and Indians, and carried into Canada. Written by themselves.	Williams, John	1811	['Preface']	['Preface. [By the editor.]']		['Front']	
260735	Self-control: a novel. Volume I.	Brunton, Mary	1811	['Dedication']	['To Miss Joanna Baillie.']	['Begins: ""Madam, You would smile to hear the insect of a day pay the tribute of its praise to the lasting oak which aided its first feeble soaring -- Smile then; -- for a person whom nature, fortune, and inclination, alike have marked for obscurity, one whose very name may never reach your ear, offers this tribute of respect to the author of Plays on the Passions.""', 'Signed, ""I have the honour to be, with great respect, Madam, Your obedient Servant, The Author"" and dated, ""January 1811."']	['Front']	
260740	Discipline: a novel.  By the author of ""Self-control."" Volume I.	Brunton, Mary	1814	['Preface']	['Preface.']		['Front']	
260740	Discipline: a novel.  By the author of ""Self-control."" Volume I.	Brunton, Mary	1814	['Note']	['Notes']		['Back']	
260741	The works of Hannah More, including several pieces never before published. Vol. I.	More, Hannah	1818	['Table of contents']	['Contents of the first volume']		['Front']	
260741	The works of Hannah More, including several pieces never before published. Vol. I.	More, Hannah	1818	['Table of contents']	['Contents of the second volume']		['Front']	
260741	The works of Hannah More, including several pieces never before published. Vol. I.	More, Hannah	1818	['Table of contents']	['Contents of the third volume']		['Front']	
